rma_id,customer,model,sn,dealer,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023090044,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090050,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090058,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090064,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090125,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090140,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100009,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100012,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100019,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100020,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100021,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100023,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023100024,,,,,,,,,,complete table,Đang giao hàng,7.0,
